icao,iata,name,city,subd,country,lat,lon,lid
NULL,,Cornish Field,Lawton,US-MI,US,42.10150146484375,-85.83789825439453,MI31
MI35,,Claucherty Airport,Litchfield,Michigan,US,42.07782,-84.82913,MI35
NULL,,Wenning Landing Area Airport,Marine City,US-MI,US,42.758454,-82.55516,MI37
NULL,,Eichmeier Field,Mason,US-MI,US,42.602298736572266,-84.42639923095703,MI38
MI41,,Crystal Airport,St. Clair,Michigan,US,42.8317,-82.53464,MI41
MI44,,D J Airport,Mount Pleasant,Michigan,US,43.67225,-84.73668,MI44
NULL,,Ed Schulte's Place STOLport,Ortonville,US-MI,US,42.808101654052734,-83.45189666748047,MI45
MI48,,Ham-A-Lot Field,Petersburg,Michigan,US,41.83338,-83.68327,MI48
NULL,,Markham Airport,Clinton,US-MI,US,42.090599060058594,-83.96800231933594,MI52
MI53,,Mills Field,Newport,Michigan,US,42.00921,-83.25826,MI53
K56C,,Boulder Canyon Airport,Belding,Michigan,US,43.07568,-85.26852,56C
MI60,,Tannehill Airfield,Fife Lake,Michigan,US,44.59139,-85.31083,MI60
NULL,,Tyrone Airport,Bailey,US-MI,US,43.28919982910156,-85.78119659423828,MI67
MI68,,Baroda Airport,Baroda,Michigan,US,41.93754,-86.50141,MI68
MI70,,Carl's Airport,Macon,Michigan,US,42.07115,-83.88355,MI70
MI71,,Silver Lake Airport,Mears,Michigan,US,43.64445,-86.45286,MI71
NULL,,Nelson Airport,Buchanan,US-MI,US,41.851343,-86.359706,MI72
MI76,,Reading Airport,Fennville,Michigan,US,42.55003,-86.2167,MI76
MI78,,Weller Airport,Grandville,Michigan,US,42.91669,-85.78337,MI78
MI80,,Wabasis Lake Airport,Greenville,Michigan,US,43.12836,-85.39919,MI80
MI82,,Harry's Field,Hudsonville,Michigan,US,42.87641,-85.9556,MI82
MI83,,Maple Grove Airpark,Chesaning,Michigan,US,43.13772,-84.04559,MI83
NULL,,Kerby Field,Mattawan,US-MI,US,42.19839859008789,-85.80670166015625,MI84
MI86,,Midget Airport,North Muskegon,Michigan,US,43.3425,-86.18694,MI86
MI88,,Bakers Field,Burnips,Michigan,US,42.73225,-85.90531,MI88
NULL,,Lilienthal Airport,Iron Mountain,US-MI,US,45.932701110839844,-88.09819793701172,MI92
NULL,,Taylors Flight Park Airport,Cassopolis,US-MI,US,41.84669876098633,-85.8949966430664,MI95
KD99,,Robertson Field,Richmond,Michigan,US,42.80069,-82.65979,D99
NULL,MIZ,Mainoru Airstrip,Mainoru,AU-NT,AU,-14.0533,134.0942,
NULL,MJJ,Moki Airport,Moki,PG-MPM,PG,-5.7181,145.2404,MOKI
NULL,MJS,Maganja da Costa Airport,Maganja,MZ-Q,MZ,-17.3087,37.5,
MKBS,OCJ,Boscobel Aerodrome,Ocho Rios,St-Mary,JM,18.4042,-76.969,
MKJP,KIN,Norman Manley International Airport,Kingston,Kingston,JM,17.9357,-76.7875,
MKJS,MBJ,Sangster International Airport,Montego Bay,St-James,JM,18.5037,-77.9134,
MKKJ,POT,Ken Jones Airport,Ken Jones,Portland,JM,18.1988,-76.5345,
KMKO,MKO,Muskogee-Davis Regional Airport,Muskogee,Oklahoma,US,35.65775,-95.36164,MKO
MKNG,NEG,Negril Airport,Negril,Hanover,JM,18.3428,-78.3321,
MKTP,KTP,Tinson Pen Airport,Tinson Pen,St-Andrew,JM,17.9886,-76.8238,
K1Q9,MIJ,Mili Airport,Mili Island,MH-MIL,MH,6.08333,171.73333,1Q9
NULL,,La Javilla Airport,Guanacaste,CR-G,CR,9.81112003326416,-85.29550170898438,
KMLU,MLU,Monroe Regional Airport,Monroe,Louisiana,US,32.5,-92.0,MLU
NULL,HEB,Hinthada Airport,Hinthada,MM-07,MM,17.633329391500002,95.4666976929,
VYHH,HEH,Heho Airport,Heho,Shan,MM,20.747,96.792,
NULL,,Isla Cedros Airport,Ensenada,MX-BCN,MX,28.0376,-115.190001,ICD
KDAG,DAG,Barstow-Daggett Airport,Daggett,California,US,34.85372,-116.78669,DAG
NULL,,Bacubirito Airport,Sinaloa de Leyva,MX-SIN,MX,25.815701,-107.907997,BCU
KCCA,,Clinton Municipal Airport,Clinton,Arkansas,US,35.59775,-92.45158,CCA
NULL,,General Jesús Agustín Castro Airport,Ciudad Lerdo,MX-DUR,MX,25.526501,-103.517997,LDD
NULL,,La Trinidad Airport,Padilla,MX-TAM,MX,23.96626,-98.833299,LTP
NULL,,Ingeniero Juan Antonio Perdomo Diaz Airport,Cordoba,MX-VER,MX,18.874201,-96.958199,CRV
NULL,,La Pesca Airport,Soto La Marina,MX-TAM,MX,23.8022,-97.773697,LPE
NULL,,Rancho Santa Ynés Airport,San Quintín,MX-BCN,MX,29.726614,-114.699997,SIN
KCGZ,CGZ,Casa Grande Municipal Airport,Casa Grande,Arizona,US,33.0,-111.8,CGZ
NULL,,Aeródromo Ta Lo De Soto,Cuajinicuilapa,MX-GRO,MX,16.464618,-98.398468,CJP
NULL,,El Tapacal Airport,Licenciado Benito Juárez,MX-SIN,MX,24.658501,-107.552002,TPK
NULL,,Fausto Vega Santander Airport,Túxpam de Rodríguez Cano,MX-VER,MX,20.9468,-97.375099,MM31
NULL,,Puerto Libertad North Airport,Pitiquito,MX-SON,MX,29.9296,-112.655998,MM32
NULL,,Santa Bárbara Regional Airport,Pungarabato,MX-GRO,MX,18.326172,-100.631637,CAT
NULL,,Rancho San Salvador Northeast Airport,,MX-NLE,MX,26.678499221801758,-100.1709976196289,MM36
NULL,,San Lorenzo Airport,Parras de La Fuente,MX-COA,MX,25.506038,-102.202003,PAS
NULL,,Guamúchil Regional Airport,Salvador Alvarado,MX-SIN,MX,25.4387,-108.092003,GCH
NULL,,Base Nº7 de la Fuerza Aérea Mexicana (Gustavo G. León González),Ciudad de Acapulco,MX-GRO,MX,16.907322,-99.98286,TRC
NULL,,Múzquiz Airport,Múzquiz,MX-COA,MX,27.8563,-101.526001,MUZ
NULL,,Agualeguas Old Airport,,MX-NLE,MX,26.304399490356445,-99.55020141601562,MM44
NULL,,Jaujilla - Zacapu Municipal Airport,Zacapu,MX-MIC,MX,19.851499557495,-101.75199890137,ZPU
NULL,,Ciudad Pemex Airport,,MX-TAB,MX,17.88010025024414,-92.47570037841797,MM48
NULL,,Cosalá Airport,Cosalá,MX-SIN,MX,24.420098,-106.698923,CZP
NULL,,Rancho Guadalupe South Airport,,MX-COA,MX,26.63559913635254,-100.88999938964844,MM51
NULL,,Camaguey-Campo Cuatro Milpas Airport,Guasave,MX-SIN,MX,25.652200698853,-108.53800201416,CMG
NULL,,Nuevo Dolores Airport,Abasolo,MX-TAM,MX,24.06114,-98.415999,MM53
NULL,,Rancho Marina Vieja Airport,Soto La Marina,MX-TAM,MX,23.7381,-98.061202,RMV
NULL,,Xicoténcatl Airport,Xicoténcatl,MX-TAM,MX,22.953829,-98.959908,XIC
NULL,,Aeródromo Zacacoyuca,Iguala de la Independencia,MX-GRO,MX,18.26992,-99.517491,ZKA
KAUN,AUN,Auburn Municipal Airport,Auburn,California,US,38.95483,-121.08172,AUN
NULL,,Aeródromo de Cuatro Ciénegas,Cuatro Cienegas de Carranza,MX-COA,MX,26.9904,-102.032997,CUC
NULL,,La Calera Airport,Agua Prieta,MX-SON,MX,31.2523,-109.608002,LKE
NULL,,Coahuayana Airport,,MX-MIC,MX,18.684601,-103.676003,CHY
KMTH,MTH,The Florida Keys Marathon International Airport,Marathon,Florida,US,24.72619,-81.05136,MTH
NULL,,Mina Hercules Airport,Sierra Mojada,MX-COA,MX,28.036600112915,-103.77100372314,HRC
NULL,,Tasícuri-Magdalena de Kino / Rodolfo Soto Bartell Airport,Magdalena de Kino,MX-SON,MX,30.674254,-110.932171,TSI
,TZM,Cupul National Airport,Tizimin,MX-YUC,MX,21.155716,-88.172918,MM72
NULL,,Huetamo Airport,Huetamo,MX-MIC,MX,18.52739906311,-100.8509979248,HTM
NULL,,Aeródromo de Chichen Itzá,Tinum,MX-YUC,MX,20.68973,-88.566817,
NULL,,Agua Prieta Southwest Airport,Agua Prieta,MX-SON,MX,31.242901,-109.625,MM75
NULL,,Las Delicias Airport,,MX-CHH,MX,28.21310043334961,-105.447998046875,MM77
NULL,,El Fuerte Airport,El Fuerte,MX-SIN,MX,26.398199,-108.612,FTE
KLCI,LCI,Laconia Municipal Airport,Laconia,New Hampshire,US,43.57304,-71.41784,LCI
NULL,,Estación Aeronaval de Isla Socorro,Archipiélago de Revillagigedo,MX-COL,MX,18.775949,-110.930972,MM81
KLRY,,Lawrence Smith Memorial Airport,Harrisonville,Missouri,US,38.61019,-94.34353,LRY
NULL,,Parral Airport,Hidalgo Del Parral,MX-CHH,MX,26.922100067139,-105.78199768066,FCO
MMAA,ACA,General Juan N Alvarez International Airport,Acapulco,Guerrero,MX,16.7571,-99.754,
NULL,,Aeropuerto Nacional de Agualeguas,Agualeguas,MX-NLE,MX,26.334,-99.542397,AGL
MMAN,NTR,Del Norte International Airport,Monterrey,Nuevo Leon,MX,25.8656,-100.237,ADN
MMAS,AGU,Jesus Teran International Airport,Aguascalientes,Aguascalientes,MX,21.7056,-102.318,
MMBT,HUX,Bahias de Huatulco International Airport,Huatulco,Oaxaca,MX,15.7753,-96.2626,HU1
MMCA,CNA,Cananea Airport,Cananea,Sonora,MX,31.06615,-110.09788,CNA
MMCB,CVJ,General Mariano Matamoros Airport,Temixco,Morelos,MX,18.8348,-99.2613,
MMCC,ACN,Ciudad Acuna New International Airport,Ciudad Acuna,Coahuila,MX,29.3329,-101.099,EFN
MMCE,CME,Ciudad del Carmen International Airport,Ciudad del Carmen,Campeche,MX,18.6537,-91.799,
MMCG,NCG,Nuevo Casas Grandes Airport,Nuevo Casas Grandes,Chihuahua,MX,30.3974,-107.875,NCG
NULL,,Aeropuerto Nacional de Chilpancingo,Chilpancingo,MX-GRO,MX,17.572348,-99.514825,CHG
MMCL,CUL,Federal de Bachigualato International Airport,Culiacan,Sinaloa,MX,24.7645,-107.475,
MMCM,CTM,Chetumal International Airport,Chetumal,Quintana Roo,MX,18.5047,-88.3268,
MMCN,CEN,Ciudad Obregon International Airport,Ciudad Obregon,Sonora,MX,27.3926,-109.833,
MMCO,CJT,Comitan Airport,Comitán,Chiapas,MX,16.1767,-92.0506,
MMCP,CPE,Ingeniero Alberto Acuna Ongay International Airport,Campeche,Campeche,MX,19.8168,-90.5003,
MMCS,CJS,Abraham Gonzalez International Airport,Ciudad Juarez,Chihuahua,MX,31.6361,-106.429,
MMCT,CZA,Chichen Itza International Airport,Chichen Itza,Yucatan,MX,20.6413,-88.4462,
MMCU,CUU,General Roberto Fierro Villalobos International Airport,Chihuahua,Chihuahua,MX,28.7029,-105.965,
MMCV,CVM,General Pedro Jose Mendez International Airport,Ciudad Victoria,Tamaulipas,MX,23.7033,-98.9565,
MMCY,CYW,Captain Rogelio Castillo National Airport,Celaya,Guanajuato,MX,20.546,-100.887,CYA
MMCZ,CZM,Cozumel International Airport,Cozumel,Quintana Roo,MX,20.5224,-86.9256,
MMDA,CUA,Ciudad Constitucion Airport,Ciudad Constitucion,Baja California Sur,MX,25.0538,-111.615,CCB
MMDM,MMC,Ciudad Mante National Airport,Ciudad Mante,Tamaulipas,MX,22.74318,-99.01737,CDM
MMDO,DGO,General Guadalupe Victoria International Airport,Durango,Durango,MX,24.1242,-104.528,
MMEP,TPQ,Amado Nervo National Airport,Tepic,Nayarit,MX,21.4195,-104.843,TNY
MMES,ESE,Ensenada Airport,Ensenada,Baja California,MX,31.7953,-116.603,ENS
NULL,,Aeródromo Isla Guadalupe,Ensenada (Isla Guadalupe),MX-BCN,MX,29.024146,-118.271964,
MMGL,GDL,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Jalisco,MX,20.5218,-103.311,
MMGM,GYM,General Jose Maria Yanez International Airport,Guaymas,Sonora,MX,27.969,-110.925,
MMGR,GUB,Guerrero Negro Airport,Guerrero Negro,Baja California,MX,28.0261,-114.024,GRN
KMTO,MTO,Coles County Memorial Airport,Mattoon/Charleston,Illinois,US,39.47789,-88.27997,MTO
MMHC,TCN,Tehuacan Airport,,Puebla,MX,18.4972,-97.4199,
MMHO,HMO,General Ignacio P. Garcia International Airport,Hermosillo,Sonora,MX,29.0959,-111.048,
MMIA,CLQ,Lic. Miguel de la Madrid Airport,Colima,Colima,MX,19.277,-103.577,COL
MMIM,ISJ,Isla Mujeres Airport,Isla Mujeres,Quintana Roo,MX,21.245,-86.74,
MMIO,SLW,Plan De Guadalupe International Airport,Saltillo,Coahuila,MX,25.5495,-100.929,
MMIT,IZT,Ixtepec Airport,Ixtepec,Oaxaca,MX,16.4493,-95.0937,
MMJA,JAL,El Lencero Airport,Xalapa,Veracruz,MX,19.4751,-96.7975,
MMJC,AZP,Atizapan De Zaragoza Airport,Atizapán de Zaragoza,Mexico,MX,19.5748,-99.2888,JJC
MMLC,LZC,Lazaro Cardenas Airport,Lazaro Cardenas,Michoacan,MX,18.0017,-102.221,
MMLM,LMM,Valle del Fuerte International Airport,Los Mochis,Sinaloa,MX,25.6852,-109.081,
MMLO,BJX,Del Bajio International Airport,Silao,Guanajuato,MX,20.9935,-101.481,BJ1
MMLP,LAP,Manuel Marquez de Leon International Airport,La Paz,Baja California Sur,MX,24.0727,-110.362,
MMLT,LTO,Loreto International Airport,Loreto,Baja California Sur,MX,25.9892,-111.348,
MMMA,MAM,General Servando Canales International Airport,Matamoros,Tamaulipas,MX,25.7699,-97.5253,
MMMD,MID,Licenciado Manuel Crescencio Rejon Int Airport,Merida,Yucatan,MX,20.937,-89.6577,
MMMG,MUG,Mulege Airport,Mulege,Baja California Sur,MX,26.89731,-111.95755,
MMML,MXL,General Rodolfo Sanchez Taboada International Airport,Mexicali,Baja California,MX,32.6306,-115.242,M1L
MMMM,MLM,General Francisco J. Mujica International Airport,Morelia,Michoacan,MX,19.8499,-101.025,
MMMT,MTT,Minatitlan/Coatzacoalcos National Airport,Minatitlan,Veracruz,MX,18.1034,-94.5807,
MMMV,LOV,Monclova International Airport,Monclova,Coahuila,MX,26.9557,-101.47,MOV
MMMX,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico City,MX,19.4363,-99.0721,ME1
MMMY,MTY,General Mariano Escobedo International Airport,Monterrey,Nuevo Leon,MX,25.7785,-100.107,
MMMZ,MZT,General Rafael Buelna International Airport,Mazatlan,Sinaloa,MX,23.1614,-106.266,
MMNG,NOG,Nogales International Airport,Nogales,Sonora,MX,31.2261,-110.976,
MMNL,NLD,Quetzalcoatl International Airport,Nuevo Laredo,Tamaulipas,MX,27.4439,-99.5705,
MMOX,OAX,Xoxocotlan International Airport,Oaxaca,Oaxaca,MX,16.9999,-96.7266,
MMPA,PAZ,El Tajin National Airport,Poza Rica,Veracruz,MX,20.6027,-97.4608,
MMPB,PBC,Hermanos Serdan International Airport,Puebla,Puebla,MX,19.1581,-98.3714,
NULL,,Aeropuerto Nacional Ingeniero Juan Guillermo Villasana,Pachuca,MX-HID,MX,20.0774,-98.782501,PCA
MMPG,PDS,Piedras Negras International Airport,Piedras Negras,Coahuila,MX,28.6274,-100.535,PNG
MMPL,PCO,Punta Colorada Airport,La Ribera,Baja California Sur,MX,23.57501,-109.53583,PCL
MMPN,UPN,Licenciado y General Ignacio Lopez Rayon Airport,Uruapan,Michoacan,MX,19.3967,-102.039,
KMCN,MCN,Middle Georgia Regional Airport,Macon,Georgia,US,32.69283,-83.64922,MCN
PAPR,PPC,Prospect Creek Airport,Prospect Creek,Alaska,US,66.81406,-150.64361,PPC
MMPQ,PQM,Palenque International Airport,Palenque,Chiapas,MX,17.5334,-91.9845,
MMPR,PVR,Licenciado Gustavo Diaz Ordaz International Airport,Puerto Vallarta,Jalisco,MX,20.6801,-105.254,
MMPS,PXM,Puerto Escondido International Airport,Puerto Escondido,Oaxaca,MX,15.8769,-97.0891,P1M
MMQT,QRO,Queretaro Intercontinental Airport,Queretaro,Queretaro,MX,20.6173,-100.186,QET
MMRX,REX,General Lucio Blanco International Airport,Reynosa,Tamaulipas,MX,26.0089,-98.2285,REI
MMSD,SJD,Los Cabos International Airport,San Jose del Cabo,Baja California Sur,MX,23.1518,-109.721,
MMSF,SFH,San Felipe International Airport,Mexicali,Baja California,MX,30.9302,-114.809,SFE
NULL,,Air Base No. 11 Santa Gertrudis,Saucillo,MX-CHH,MX,27.784117,-105.702471,
NULL,,Cabo San Lucas International Airport,Cabo San Lucas,MX-BCS,MX,22.948211,-109.938155,CSL
MMSM,NLU,Santa Lucia Air Force Base,Reyes Acozac,Mexico,MX,19.7553,-99.0164,SLM
MMSP,SLP,Ponciano Arriaga International Airport,San Luis Potosi,San Luis Potosi,MX,22.2543,-100.931,
NULL,,Estación No. 9 de la Fuerza Aérea Mexicana,Atlangatepec,MX-TLA,MX,19.537992,-98.173492,
NULL,,Terán Air Base,Tuxtla Gutiérrez,MX-CHP,MX,16.739901,-93.173301,TGM
MMTC,TRC,Francisco Sarabia International Airport,Torreon,Coahuila,MX,25.5683,-103.411,
MMTG,TGZ,Angel Albino Corzo International Airport,Tuxtla Gutierrez,Chiapas,MX,16.5636,-93.0225,TGZ
MMTJ,TIJ,General Abelardo L. Rodriguez International Airport,Tijuana,Baja California Sur,MX,32.5411,-116.97,
MMTL,TQO,Felipe Carrillo Puerto International Airport,Tulum,Quintana-Roo,MX,20.166667,-87.666667,
MMTM,TAM,General Francisco Javier Mina International Airport,Tampico,Tamaulipas,MX,22.2964,-97.8659,
MMTN,TSL,Tamuin Airport,Tamuin,San Luis Potosi,MX,22.0383,-98.8065,TMN
MMTO,TLC,Licenciado Adolfo Lopez Mateos International Airport,Toluca,Mexico,MX,19.3371,-99.566,
MMTP,TAP,Tapachula International Airport,Tapachula,Chiapas,MX,14.7943,-92.37,
NULL,,Zapotiltic - Tuxpan Airport,Zapotiltic,MX-JAL,MX,19.5996,-103.371,ZPC
MMUN,CUN,Cancun International Airport,Cancun,Quintana Roo,MX,21.0365,-86.8771,
KMAL,MMV,Malone-Dufort Airport,Malone,New York,US,44.85367,-74.32894,MAL
MMVA,VSA,Carlos Rovirosa Perez International Airport,Villahermosa,Tabasco,MX,17.997,-92.8174,
MMVR,VER,General Heriberto Jara International Airport,Veracruz,Veracruz,MX,19.1459,-96.1873,
MMZC,ZCL,General Leobardo C. Ruiz International Airport,Zacatecas,Zacatecas,MX,22.8971,-102.687,
MMZH,ZIH,Ixtapa Zihuatanejo International Airport,Ixtapa,Guerrero,MX,17.6016,-101.461,
MMZM,ZMM,Zamora Airport,,Michoacan,MX,20.045,-102.276,ZAM
MMZO,ZLO,Playa De Oro International Airport,Manzanillo,Colima,MX,19.1448,-104.559,
NULL,,Zapopan Air Force Base,Zapopan,MX-JAL,MX,20.747917,-103.462597,ZAP
ZMMG,MXW,Mandalgovi Airport,Mandalgobi,MN-059,MN,45.7380981445,106.268997192,
MN00,,Webb Lake Airport,Hackensack,Minnesota,US,46.9605,-94.425,MN00
MN01,,Hammars Farm Airport,Ada,Minnesota,US,47.2833,-96.61702,MN01
MN06,,Pulkrabek Landing Field,Angus,Minnesota,US,48.04997,-96.78368,MN06
MN08,,Eagles Nest Aerodrome,Eagle Lake,Minnesota,US,44.12649,-93.87176,MN08
MN11,,Lorenz Airport,Benson,Minnesota,US,45.29996,-95.54503,MN11
MN12,,Robco Airport,Laporte,Minnesota,US,47.19889,-94.75222,MN12
MN13,,Moberg Air Base Airport,Bemidji,Minnesota,US,47.49606,-94.95278,MN13
MN17,,Jackson Field,Brainerd,Minnesota,US,46.27219,-94.23944,MN17
MN18,,Barrett Airport,Brainerd,Minnesota,US,46.17816,-94.0886,MN18
MN19,,Brandt Airport,Delano,Minnesota,US,45.04732,-93.83636,MN19
MN24,,Surfside Airport,Lino Lakes,Minnesota,US,45.16172,-93.12083,MN24
MN28,,Lux Strip,Cosmos,Minnesota,US,44.98302,-94.74805,MN28
MN31,,L & M Aerodrome,Litchfield,Minnesota,US,45.06218,-94.57916,MN31
MN32,,Nietz Airstrip,Oronoco,Minnesota,US,44.19135,-92.45268,MN32
MN40,,Meadowvale Airport,Elk River,Minnesota,US,45.36247,-93.58857,MN40
MN41,,Timmers Landing Field,Silver Lake,Minnesota,US,44.97343,-94.21419,MN41
MN42,,Oak Lake Air Strip,Erskine,Minnesota,US,47.65857,-95.94615,MN42
MN44,,Angen Field,Garfield,Minnesota,US,45.93613,-95.52552,MN44
MN45,,Jennrich Field,Farmington,Minnesota,US,44.57028,-93.13216,MN45
MN47,,Cameron's Airport,Princeton,Minnesota,US,45.54969,-93.46976,MN47
MN49,,Tuma Airport,Montgomery,Minnesota,US,44.42385,-93.48439,MN49
MN50,,Arthur Field,Gatzke,Minnesota,US,48.37025,-95.80695,MN50
MN52,,Gospel Ranch Airport,Hibbing,Minnesota,US,47.2285,-93.09111,MN52
MN57,,Bush Field,Hinckley,Minnesota,US,46.03607,-92.98825,MN57
MN58,,Sky Meadow Airport,Hastings,Minnesota,US,44.69774,-92.86409,MN58
MN62,,Quast Airport,Hutchinson,Minnesota,US,44.84996,-94.35026,MN62
MN63,,Stocker Airport,Jordan,Minnesota,US,44.6833,-93.6369,MN63
MN66,,Ingleside Airport,Loretto,Minnesota,US,45.06314,-93.65233,MN66
MN67,,Sky Park Airport,Lydia,Minnesota,US,44.65969,-93.51829,MN67
MN69,,Maple Airport,Maple Plain,Minnesota,US,45.00274,-93.67191,MN69
MN74,,B & D Flyers International Airport,Minnesota Lake,Minnesota,US,43.83051,-93.84051,MN74
MN77,,Jerger's Field,Moorhead,Minnesota,US,46.92357,-96.71563,MN77
MN81,,J J And T Airport,East Grand Forks,Minnesota,US,47.98887,-97.03119,MN81
NULL,,Swiderski Field,Onamia,US-MN,US,46.03329849243164,-93.6613998413086,MN85
MN86,,Sky Manor Aero Estates Airport,Park Rapids,Minnesota,US,47.04579,-95.12252,MN86
MN87,,Cooks Landing Airport,Ham Lake,Minnesota,US,45.24361,-93.22167,MN87
MN88,,Landeplatz Airport,Searles,Minnesota,US,44.22889,-94.41528,MN88
MN89,,Aerovilla Airport,Perham,Minnesota,US,46.61663,-95.65032,MN89
MN91,,Reynolds Field,Princeton,Minnesota,US,45.53746,-93.51412,MN91
MN92,,Lennartson Airport,Proctor,Minnesota,US,46.74994,-92.30019,MN92
NULL,,Velo Airstrip,Rothsay,US-MN,US,46.51110076904297,-96.19200134277344,MN95
NULL,,Serenity Airport,Lester Prairie,US-MN,US,44.915599822998,-94.088897705078,MN99
NULL,,Alamicamba Airport,Alamicamba,NI-AN,NI,13.512299537658691,-84.24710083007812,
NULL,,Altamira Airport,Altamira,NI-BO,NI,12.135983,-85.716461,
NULL,,Boaco Airport,Boaco,NI-BO,NI,12.469099998474121,-85.66259765625,
MNBL,BEF,Bluefields Airport,Bluefileds,Atlantico-Sur,NI,11.991,-83.7741,
MNBR,,Los Brasiles Airport,Los Brasiles,Managua,NI,12.19,-86.3539,
MNBZ,BZA,San Pedro Airport,Bonanza,NI-AN,NI,13.95,-84.6,
MNCE,ECI,Costa Esmeralda Airport,Tola,NI-RI,NI,11.427542,-86.033361,ECI
NULL,,Chinandega Germán Pomares Ordóñez Airport,Chinandega,NI-CI,NI,12.639548,-87.137753,
MNCI,RNI,Corn Island,Corn Island,NI-AS,NI,12.1629,-83.0638,
NULL,,Corinto Airport,Chinandega,NI-CI,NI,12.478899955749512,-87.17720031738281,
NULL,,Dos Montes Airport,Dos Montes,NI-MT,NI,12.80049991607666,-86.14830017089844,
NULL,,Estelí Airport,Estelí,NI-ES,NI,13.111700057983398,-86.36329650878906,
NULL,,Punta Huete (Panchito) Airport,Punta Huete,NI-MN,NI,12.353400230407715,-86.18289947509766,MN1A
NULL,,El Bluff Airport,El Bluff,NI-AS,NI,11.989854,-83.691745,
NULL,,Hato Grande Airport,Hato Grande,NI-CO,NI,11.981199,-85.43357,
NULL,,Jinotega,Jinotega,NI-JI,NI,13.085700035095215,-85.98770141601562,
NULL,,Karawala Airport,Karawala,NI-AS,NI,12.89210033416748,-83.58290100097656,
NULL,,Leon (Fanor Urroz) Airport,León,NI-LE,NI,12.429200172424316,-86.90280151367188,
NULL,,Omtepe Airport,Omtepe Island,NI-RI,NI,11.523616,-85.702995,
MNMG,MGA,Augusto C. Sandino (Managua) International Airport,Managua,Managua,NI,12.1415,-86.1682,
NULL,,Montelimar Airport,Montelimar,NI-MN,NI,11.80519962310791,-86.51129913330078,MN1B
NULL,,La Cumplida Airport,La Cumplida,NI-MT,NI,12.996027,-85.852146,
NULL,MNP,Maron Island Airport,Hermit Islands,PG-MRL,PG,-1.550403,145.017504,
MNPC,PUZ,Puerto Cabezas Airport,Puerto Cabezas,Atlantico-Norte-(RAAN),NI,14.0472,-83.3867,
NULL,,El Papalonal Airport,El Papalonal,NI-LE,NI,12.465700149536133,-86.46790313720703,
NULL,,Rivas,Rivas,NI-RI,NI,11.42770004272461,-85.8385009765625,
MNRT,RFS,Rosita Airport,La Rosita,Atlantico-Norte-(RAAN),NI,13.8897,-84.4089,
MNSC,NCR,San Carlos,San Carlos,Granada,NI,11.1334,-84.77,
MNSI,SIU,Siuna,Siuna,NI-AN,NI,13.72722,-84.77778,
MNWP,WSP,Waspam Airport,Waspam,NI-AN,NI,14.7392,-83.9694,
MO00,,Turkey Mountain Airport,Shell Knob,Missouri,US,36.59222,-93.66382,MO00
MO01,,Cuinche Airport,Strafford,Missouri,US,37.25077,-93.10691,MO01
NULL,,Morgan Airport,Rolla,US-MO,US,37.91669845581055,-91.68350219726562,MO02
NULL,,Moders Airport,House Springs,US-MO,US,38.424198150634766,-90.58290100097656,MO03
MO07,,Adventures Aloft Airport,Jonesburg,Missouri,US,38.87254,-91.30016,MO07
MO08,,Homan Field,Sedalia,Missouri,US,38.66279,-93.33271,MO08
MO09,,Sharpe Farms Airport,Lewistown,Missouri,US,40.02365,-91.87378,MO09
NULL,,Hawk Air Airport,Sturgeon,US-MO,US,39.20429992675781,-92.26239776611328,MO10
MO11,,Barron Aviation Airport,Perry,Missouri,US,39.40044,-91.58289,MO11
MO14,,Marshall Field,Fair Grove,Missouri,US,37.42278,-93.20861,MO14
NULL,,Baugh Flight Park Ultralightport,Avilla,US-MO,US,37.16389846801758,-94.16829681396484,MO16
MO17,,Garst Airport,Watson,Missouri,US,40.48046,-95.64856,MO17
KMO2,,Flying Bar H Ranch Airport,Springfield,Missouri,US,37.17515,-93.12893,MO2
MO22,,Jta Asbell Field,Carl Junction,Missouri,US,37.2,-94.6,MO22
MO23,,Phillips Field,California,Missouri,US,38.64093,-92.5291,MO23
MO24,,Lonesome Sky Airport,Craig,Missouri,US,40.14278,-95.38831,MO24
MO26,,Peterson Farm Airport,Kearney,Missouri,US,39.39389,-94.353,MO26
MO27,,Ccc Airport,Cameron,Missouri,US,39.73528,-94.19272,MO27
MO29,,Inter-State Airport,Pleasant Hill,Missouri,US,38.77186,-94.3337,MO29
MO30,,Harbour Airport,Gravois Mills,Missouri,US,38.26995,-92.81175,MO30
MO31,,Robert Jones Airport,Rogersville,Missouri,US,37.05001,-93.07286,MO31
MO32,,Table Rock Airport,Golden,Missouri,US,36.52941,-93.67697,MO32
MO33,,Barlet's Base Airport,Carthage,Missouri,US,37.12973,-94.25322,MO33
NULL,,Ellingsen Field,Everton,US-MO,US,37.35969924926758,-93.6624984741211,MO34
NULL,,Harvey Airport,Eolia,US-MO,US,39.212799072265625,-90.91739654541016,MO35
NULL,,Riddle's Roost Airport,Foristell,US-MO,US,38.832000732421875,-90.92510223388672,MO36
MO37,,Ridgeview Ranch Airport,Harrisonville,Missouri,US,38.72307,-94.38189,MO37
MO39,,Baldwin Airport,Silex,Missouri,US,39.11159,-91.04151,MO39
MO43,,Wilkins Airport,Montgomery City,Missouri,US,38.9687,-91.44331,MO43
