"id","aircraftModel","category","price","quoteDate","leg_Passenger_number_PAX","leg_Departure_Date","leg_Arrival_Date","leg_Departure_Airport","leg_Arrival_Airport"
"22420","Nextant 400XTi","Light jet","18300","2024-10-02 00:00:00.000","5","2024-10-02","2024-10-02","KSLC","KBNA"
"22424","Piaggio Avanti II","Light jet","23380.7","2024-08-28 00:00:00.000","4","2024-10-02","2024-10-02","KSLC","KJWN"
"21641","Beechcraft Hawker 800XP","Midsize jet","28000","2024-10-02 00:00:00.000",NULL,"2024-10-02","2024-10-02","KFPR","TIST"
"3429","Citation V","Light jet","21180","2024-08-28 00:00:00.000","4","2024-10-02","2024-10-02","KSLC","KBNA"
"3432","Phenom 300","Super light jet","22952","2024-08-28 00:00:00.000","4","2024-10-02","2024-10-02","KSLC","KBNA"
"3433","Nextant 400XTi","Light jet","18300","2024-08-28 00:00:00.000","4","2024-10-02","2024-10-02","KSLC","KBNA"
"3434","Learjet 60","Midsize jet","20000","2024-08-28 00:00:00.000","4","2024-10-02","2024-10-02","KSLC","KBNA"
"3435","Citation Excel","Midsize jet","33356","2024-08-28 00:00:00.000","4","2024-10-02","2024-10-02","KSLC","KBNA"
"3436","Learjet 60XR","Midsize jet","28210","2024-08-28 00:00:00.000","4","2024-10-02","2024-10-02","KSLC","KBNA"
"3437","Learjet 35A","Light jet","23674","2024-08-28 00:00:00.000","4","2024-10-02","2024-10-02","KSLC","KBNA"
"3438","Citation CJ3","Light jet","22970","2024-08-28 00:00:00.000","4","2024-10-02","2024-10-02","KSLC","KBNA"
"3444","Citation Bravo","Light jet","22603","2024-08-28 00:00:00.000","4","2024-10-02","2024-10-02","KSLC","KBNA"
"3445","Citation X","Super midsize jet","32608","2024-08-28 00:00:00.000","4","2024-10-02","2024-10-02","KSLC","KBNA"
"3645","Learjet 60","Midsize jet","19840","2024-08-30 00:00:00.000","4","2024-10-02","2024-10-02","KPVU","KBNA"
"3895","Learjet 60","Midsize jet","20720","2024-09-04 00:00:00.000","4","2024-10-02",,"KPVU","KBNA"
"3896","Nextant 400XTi","Light jet","18370","2024-09-04 00:00:00.000","4","2024-10-02","2024-10-03","KPVU","KBNA"
"3898","Learjet 60XR","Midsize jet","38875","2024-09-04 00:00:00.000","4","2024-10-02","2024-10-03","KPVU","KBNA"
"4231","Pilatus PC12/47E (NG)","Turbo prop","14400","2024-09-12 00:00:00.000","1","2024-10-02","2024-10-02","KVNY","KCOS"
"4805","King Air 200","Turbo prop","15460","2024-09-12 00:00:00.000","1","2024-10-02","2024-10-02","KVNY","KCOS"
"4812","Phenom 100","Entry level jet (VLJ)","11000","2024-09-12 00:00:00.000","1","2024-10-02","2024-10-02","KVNY","KCOS"
"4814","Nextant 400XTi","Light jet","9730","2024-09-12 00:00:00.000","1","2024-10-02","2024-10-02","KVNY","KCOS"
"4817","Piaggio Avanti II","Light jet","13895","2024-09-12 00:00:00.000","1","2024-10-02","2024-10-02","KVNY","KCOS"
"4820","King Air B200","Turbo prop","11297","2024-09-12 00:00:00.000","1","2024-10-02","2024-10-02","KVNY","KCOS"
"25848","Learjet 55","Midsize jet","32643.04","2024-09-19 00:00:00.000","2","2024-10-02","2024-10-02","KGPI","KCAE"
"22789","Citation X","Super midsize jet","27825","2024-08-30 00:00:00.000","4","2024-10-02","2024-10-02","KPVU","KBNA"
"23313","Learjet 35A","Light jet","24422.51","2024-09-03 00:00:00.000","4","2024-10-02","2024-10-02","KPVU","KBNA"
"23318","Nextant 400XTi","Light jet","18370","2024-10-02 00:00:00.000","4","2024-10-02","2024-10-02","KPVU","KBNA"
"23322","Bombardier Lear 60XR","Light jet","38875","2024-10-02 00:00:00.000","4","2024-10-02","2024-10-03","KPVU","KBNA"
"23569","Cessna Citation X","Super midsize jet","19400","2024-10-02 00:00:00.000","4","2024-10-02","2024-10-03","KPVU","KBNA"
"23571","Light Jet","Light jet","25000","2024-10-02 00:00:00.000","4","2024-10-02","2024-10-02","KPVU","KBNA"
"23573","Mid Size Jet","Midsize jet","27000","2024-10-02 00:00:00.000","4","2024-10-02","2024-10-03","KPVU","KBNA"
"23916","Pilatus PC-12 NGX","Turbo prop","14400","2024-10-02 00:00:00.000","1","2024-10-02","2024-10-02","KVNY","KCOS"
"23984","Nextant 400XTi","Light jet","9730","2024-10-02 00:00:00.000","1","2024-10-02","2024-10-02","KVNY","KCOS"
"26005","Super Mid Jet","Super midsize jet","32400","2024-10-02 00:00:00.000","2","2024-10-02","2024-10-02","KGPI","KCAE"
"26252","Beechcraft Hawker 800XP","Midsize jet","17995","2024-10-02 00:00:00.000","1","2024-10-02","2024-10-02","KTPA","KPIT"
"24966","Premier IA","Light jet","14575","2024-09-12 00:00:00.000","1","2024-10-02","2024-10-02","KVNY","KCOS"
"24991","Piaggio Avanti II","Light jet","13895","2024-10-02 00:00:00.000","1","2024-10-02","2024-10-02","KVNY","KCOS"
"24993","Beechcraft King Air 200","Turbo prop","11297","2024-10-02 00:00:00.000","1","2024-10-02","2024-10-02","KVNY","KCOS"
"27067","Bombardier Challenger 300","Super midsize jet","48927","2024-10-02 00:00:00.000","2","2024-10-02","2024-10-02","KHOU","MSLP"
"27116","Mid Size Jet","Midsize jet","15500","2024-10-02 00:00:00.000","2","2024-10-02","2024-10-02","KGEG","CYYC"
"27125","Mid Size Jet","Midsize jet","31700","2024-10-02 00:00:00.000","4","2024-10-02","2024-10-02","KHOU","MSLP"
"27193","Embraer Phenom 300","Super light jet","35235","2024-10-02 00:00:00.000","4","2024-10-02","2024-10-02","KEWR","KSAT"
"27205","Cessna Citation X","Super midsize jet","35995","2024-10-02 00:00:00.000","2","2024-10-02","2024-10-03","KPSP","KATW"
"27207","Cessna Citation Sovereign","Super midsize jet","44000","2024-10-02 00:00:00.000","2","2024-10-02","2024-10-02","KPSP","KATW"
"27209","Cessna Citation Sovereign","Super midsize jet","40000","2024-10-02 00:00:00.000","2","2024-10-02","2024-10-02","KTRM","KATW"
"27211","Bombardier Lear 45XR","Light jet","33435","2024-10-02 00:00:00.000","2","2024-10-02","2024-10-03","KPSP","KATW"
"27213","Gulfstream G200","Super midsize jet","36860","2024-10-02 00:00:00.000","2","2024-10-02","2024-10-03","KPSP","KATW"
"27239","Mid Size Jet","Midsize jet","15500","2024-10-02 00:00:00.000","2","2024-10-02","2024-10-02","KGEG","CYBW"
"26951","Cessna Citation Bravo","Light jet","21095","2024-10-02 00:00:00.000","2","2024-10-02","2024-10-02","KMSP","KAPF"
"26954","Falcon 10","Super light jet","17500","2024-09-30 00:00:00.000","2","2024-10-02","2024-10-02","KFCM","KAPF"
"26982","Cessna Citation Excel","Midsize jet","11999","2024-10-02 00:00:00.000","1","2024-10-02","2024-10-02","KATL","KTPA"
"26988","Cessna Citation Bravo","Light jet","13473","2024-10-02 00:00:00.000","1","2024-10-02","2024-10-02","KATL","KTPA"
"26992","Beechcraft Beechjet 400A","Light jet","12950","2024-10-02 00:00:00.000","1","2024-10-02","2024-10-02","KATL","KTPA"
"26996","Cessna Citation X","Super midsize jet","21280","2024-10-02 00:00:00.000","1","2024-10-02","2024-10-02","KATL","KTPA"
"27008","Beechcraft Hawker 800XP","Midsize jet","14211","2024-10-02 00:00:00.000","1","2024-10-02","2024-10-02","KATL","KTPA"
"26791","Gulfstream 200","Super midsize jet","31800","2024-09-28 00:00:00.000","2","2024-10-03","2024-10-03","KBZN","KJAX"
"26957","Pilatus PC 12","Turbo prop","22900","2024-09-30 00:00:00.000","2","2024-10-03","2024-10-03","KAVL","KDFW"
"27015","Cessna Citation Sovereign","Super midsize jet","26970","2024-10-03 00:00:00.000","9","2024-10-03","2024-10-03","KFOK","KPDK"
"27029","Mid Size Jet","Midsize jet","13410","2024-10-03 00:00:00.000","2","2024-10-03","2024-10-03","KIND","KATL"
"27042","Turbo Saratoga","Turbo prop","3890.42","2024-10-01 00:00:00.000","2","2024-10-03","2024-10-03","KIND","KFFC"
"27047","Citation V","Light jet","13192.83","2024-10-01 00:00:00.000","2","2024-10-03","2024-10-03","KIND","KATL"
"27069","Mid Size Jet","Midsize jet","12500","2024-10-03 00:00:00.000","2","2024-10-03","2024-10-03","KIND","KATL"
"27141","Citation V","Light jet","10703.25","2024-10-02 00:00:00.000","2","2024-10-03","2024-10-03","KBNA","KLIT"
"27142","Pilatus PC-12 NG","Turbo prop","8230","2024-10-03 00:00:00.000","2","2024-10-03","2024-10-03","KBNA","KLIT"
"27145","Beechcraft Hawker 800XP","Midsize jet","20500","2024-10-03 00:00:00.000","8","2024-10-03","2024-10-03","KTYS","KCMH"
"27171","Dassault Falcon 2000","Heavy jet","18650","2024-10-03 00:00:00.000","8","2024-10-03","2024-10-03","KTYS","KCMH"
"27173","Cessna Citation Bravo","Light jet","10917","2024-10-03 00:00:00.000","2","2024-10-03","2024-10-03","KBNA","KLIT"
"27182","Cirrus Vision Jet SF50","Entry level jet (VLJ)","7600","2024-10-03 00:00:00.000","2","2024-10-03","2024-10-03","KBNA","KLIT"
"27191","King Air C90","Turbo prop","12495.43","2024-10-02 00:00:00.000","2","2024-10-03","2024-10-03","KBNA","KLIT"
"27195","Dassault Falcon 2000","Heavy jet","51115","2024-10-03 00:00:00.000","2","2024-10-03","2024-10-03","KPSP","KATW"
"27197","Cessna Citation XLS","Midsize jet","6435","2024-10-03 00:00:00.000","2","2024-10-03","2024-10-03","KSFO","KPSP"
"27238","PHENOM 300","Super light jet","20870","2024-10-02 00:00:00.000","2","2024-10-03","2024-10-03","KDEN","SKGP"
"27261","PHENOM 300","Super light jet","25354","2024-10-02 00:00:00.000","2","2024-10-03","2024-10-03","KPSP","KATW"
"27274","Cessna Citation XLS","Midsize jet","12518","2024-10-03 00:00:00.000","1","2024-10-03","2024-10-03","CYYZ","KPIT"
"27276","Cessna Citation Bravo","Light jet","6183","2024-10-03 00:00:00.000","2","2024-10-03","2024-10-03","KRIC","KCLT"
"27284","King Air C90 GTi","Turbo prop","11035.37","2024-10-02 00:00:00.000","2","2024-10-03","2024-10-03","KBNA","KLIT"
"27288","Nextant 400XTi","Light jet","11953","2024-10-03 00:00:00.000","2","2024-10-03","2024-10-03","KRIC","KCLT"
"27290","Cessna Citation Bravo","Light jet","12995","2024-10-03 00:00:00.000","2","2024-10-03","2024-10-03","KRIC","KCLT"
"27292","Learjet 31A","Light jet","12858","2024-10-03 00:00:00.000","2","2024-10-03","2024-10-03","KRIC","KCLT"
"27294","Cessna Citation CJ2+","Light jet","10790","2024-10-03 00:00:00.000","2","2024-10-03",,"KRIC","KCLT"
"27302","Cessna Citation V","Light jet","9598","2024-10-03 00:00:00.000","2","2024-10-03","2024-10-03","KRIC","KCLT"
"27389","Cessna Citation Excel","Midsize jet","8740","2024-10-03 00:00:00.000","3","2024-10-03","2024-10-03","KSBA","KCRQ"
"27395","Embraer Phenom 100","Entry level jet (VLJ)","6667","2024-10-03 00:00:00.000","3","2024-10-03","2024-10-03","KSBA","KCRQ"
"27397","Embraer Phenom 300","Super light jet","11070","2024-10-03 00:00:00.000","3","2024-10-03","2024-10-03","KSBA","KCRQ"
"27399","Beechcraft King Air B200","Turbo prop","6705","2024-10-03 00:00:00.000","3","2024-10-03","2024-10-03","KSBA","KCRQ"
"27401","Beechcraft King Air B200","Turbo prop","8575","2024-10-03 00:00:00.000","3","2024-10-03","2024-10-03","KSBA","KCRQ"
"27405","Embraer Phenom 100","Entry level jet (VLJ)","9124","2024-10-03 00:00:00.000","3","2024-10-03","2024-10-03","KSAN","KPHX"
"27408","Beechcraft King Air B200","Turbo prop","4901","2024-10-03 00:00:00.000","3","2024-10-03","2024-10-03","KSAN","KPHX"
"27443","Embraer Phenom 100","Entry level jet (VLJ)","10935","2024-10-03 00:00:00.000","4","2024-10-03",NULL,"KSFO","KSAN"
"14878","Hawker 400XP","Light jet","11950","2024-10-01 00:00:00.000","1","2024-10-03",NULL,"KOCF","KHTS"
"5862","King Air C90A","Turbo prop","11575","2024-10-01 00:00:00.000","1","2024-10-03","2024-10-03","KOCF","KHTS"
"5863","King Air 200","Turbo prop","10540","2024-10-01 00:00:00.000","1","2024-10-03","2024-10-03","KOCF","KHTS"
"5937","Hawker 800XP","Midsize jet","20500","2024-10-02 00:00:00.000","8","2024-10-03","2024-10-03","KTYS","KCMH"
"5958","Falcon 2000","Heavy jet","18650","2024-10-02 00:00:00.000","8","2024-10-03","2024-10-03","KTYS","KCMH"
"5959","Hawker 800XP","Midsize jet","16316","2024-10-02 00:00:00.000","8","2024-10-03","2024-10-03","KTYS","KCMH"
"5962","Falcon 50","Super midsize jet","15464","2024-10-02 00:00:00.000","8","2024-10-03","2024-10-03","KTYS","KCMH"
"5970","Citation X","Super midsize jet","26916","2024-10-02 00:00:00.000","2","2024-10-03","2024-10-04","KPSP","KATW"
"6000","King Air C90","Turbo prop","18000","2024-10-02 00:00:00.000","2","2024-10-03","2024-10-03","KFLL","TUPJ"
"6005","Learjet 55","Midsize jet","21945","2024-10-02 00:00:00.000","2","2024-10-03","2024-10-03","KDEN","KGPI"
"6006","Learjet 35A","Light jet","22406","2024-10-02 00:00:00.000","2","2024-10-03","2024-10-03","KDEN","KGPI"
"6007","Learjet 40XR","Super light jet","18000","2024-10-02 00:00:00.000","2","2024-10-03","2024-10-03","KDEN","KGPI"
"6008","Citation II","Light jet","22982","2024-10-02 00:00:00.000","2","2024-10-03","2024-10-03","KDEN","KGPI"
"6009","Citation CJ3","Light jet","26410","2024-10-02 00:00:00.000","2","2024-10-03","2024-10-03","KDEN","KGPI"
"6013","Phenom 300","Super light jet","9850","2024-10-03 00:00:00.000","1","2024-10-03","2024-10-03","CYYZ","KPIT"
"6014","Citation XLS","Midsize jet","12500","2024-10-03 00:00:00.000","1","2024-10-03","2024-10-03","CYYZ","KPIT"
"6017","Pilatus PC12 NGX","Turbo prop","13950","2024-10-02 00:00:00.000","2","2024-10-03","2024-10-03","KDEN","KGPI"
"6018","Pilatus PC12/47","Turbo prop","17900","2024-10-02 00:00:00.000","2","2024-10-03","2024-10-03","KDEN","KGPI"
"6019","COMMANDER JETPROP","Turbo prop","11940","2024-10-02 00:00:00.000","2","2024-10-03","2024-10-03","KDEN","KGPI"
"6022","Pilatus PC12/47","Turbo prop","14370","2024-10-02 00:00:00.000","2","2024-10-03","2024-10-03","KDEN","KGPI"
"6024","Pilatus PC 12","Turbo prop","16500","2024-10-02 00:00:00.000","2","2024-10-03","2024-10-03","KDEN","KGPI"
"6026","Citation VII","Midsize jet","19000","2024-10-02 00:00:00.000","2","2024-10-03","2024-10-03","KDEN","KGPI"
"6029","Challenger 300","Super midsize jet","39611","2024-10-02 00:00:00.000","2","2024-10-03","2024-10-03","KDEN","KGPI"
"6031","Pilatus PC12/47","Turbo prop","13200","2024-10-02 00:00:00.000","2","2024-10-03","2024-10-03","KDEN","KGPI"
"6033","Nextant 400XTi","Light jet","11953","2024-10-02 00:00:00.000","2","2024-10-03","2024-10-03","KRIC","KCLT"
"6035","Citation Bravo","Light jet","12995","2024-10-03 00:00:00.000","2","2024-10-03","2024-10-03","KRIC","KCLT"
"6036","Pilatus PC12/47E (NG)","Turbo prop","13643","2024-10-03 00:00:00.000","2","2024-10-03","2024-10-03","KDEN","KGPI"
"6037","Citation Ultra","Light jet","17731","2024-10-03 00:00:00.000","1","2024-10-03","2024-10-03","CYYZ","KPIT"
"6038","Learjet 31A","Light jet","12858","2024-10-03 00:00:00.000","2","2024-10-03","2024-10-03","KRIC","KCLT"
"6042","Citation CJ2+","Light jet","10790","2024-10-03 00:00:00.000","2","2024-10-03","2024-10-03","KRIC","KCLT"
"6045","Citation V","Light jet","9598","2024-10-03 00:00:00.000","2","2024-10-03","2024-10-03","KRIC","KCLT"
"6047","King Air 350","Turbo prop","7680","2024-10-03 00:00:00.000","1","2024-10-03","2024-10-03","CYYZ","KPIT"
"5210","Challenger 300","Super midsize jet","32070","2024-09-18 00:00:00.000","7","2024-10-03","2024-10-04","KDFW","KSUA"
"5758","Gulfstream GIVSP","Heavy jet","70000","2024-09-29 00:00:00.000","3","2024-10-03","2024-10-03","OLBA","LTBA"
"5805","Learjet 60","Midsize jet","18500","2024-09-30 00:00:00.000","1","2024-10-03","2024-10-03","KIND","KATL"
"5834","King Air E90","Turbo prop","9800","2024-10-03 00:00:00.000","3","2024-10-03","2024-10-04","KSFO","KSAN"
"6093","Phenom 100","Entry level jet (VLJ)","8525","2024-10-03 00:00:00.000","3","2024-10-03","2024-10-04","KSAN","KPHX"
"6094","Citation Bravo, N22GR","Light jet","10120","2024-10-03 00:00:00.000","3","2024-10-03","2024-10-04","KSAN","KPHX"
"6095","Citation CJ2","Light jet","8530","2024-10-03 00:00:00.000","3","2024-10-03","2024-10-04","KSAN","KPHX"
"6096","King Air B200","Turbo prop","4901","2024-10-03 00:00:00.000","3","2024-10-03","2024-10-04","KSAN","KPHX"
"6097","Citation Encore","Light jet","10460","2024-10-03 00:00:00.000","3","2024-10-03","2024-10-04","KSAN","KPHX"
"6099","King Air E90","Turbo prop","8700","2024-10-03 00:00:00.000","3","2024-10-03","2024-10-04","KSAN","KPHX"
"6101","Citation CJ2","Light jet","11500","2024-10-03 00:00:00.000","3","2024-10-03","2024-10-04","KSAN","KPHX"
"6102","Citation CJ2","Light jet","14372","2024-10-03 00:00:00.000","3","2024-10-03","2024-10-04","KSFO","KSAN"
"6103","TBM 850","Turbo prop","10701","2024-10-03 00:00:00.000","3","2024-10-03","2024-10-03","KSFO","KSAN"
"22977","Gulfstream G200","Super midsize jet","34515","2024-10-03 00:00:00.000","2","2024-10-03","2024-10-03","KPVU","KBNA"
"23031","Cessna Citation XLS","Midsize jet","15824","2024-10-03 00:00:00.000","2","2024-10-03","2024-10-03","KBNA","CYYZ"
"25957","Citation X","Super midsize jet","25999","2024-09-18 00:00:00.000","7","2024-10-03","2024-10-03","KDFW","KSUA"
"25967","Challenger 350","Super midsize jet","26800","2024-10-03 00:00:00.000","7","2024-10-03","2024-10-03","KDFW","KSUA"
"24779","Bombardier Lear 60","Light jet","20900","2024-10-03 00:00:00.000","2","2024-10-03","2024-10-03","KPVU","KBNA"
"24191","Light Jet","Light jet","17600","2024-10-03 00:00:00.000","2","2024-10-03","2024-10-03","KPVU","KBNA"
"24192","Gulfstream G200","Super midsize jet","45726","2024-10-03 00:00:00.000","2","2024-10-03","2024-10-03","KPVU","KBNA"
"24202","Mid Size Jet","Midsize jet","21800","2024-10-03 00:00:00.000","2","2024-10-03","2024-10-03","KPVU","KBNA"
"24243","Bombardier Lear 60XR","Light jet","40875","2024-10-03 00:00:00.000","2","2024-10-03","2024-10-03","KPVU","KBNA"
"24275","Nextant 400XTi","Light jet","20540","2024-10-03 00:00:00.000","2","2024-10-03","2024-10-03","KPVU","KBNA"
"4399","Gulfstream G200","Super midsize jet","45726","2024-09-07 00:00:00.000","2","2024-10-03","2024-10-03","KPVU","KBNA"
"4415","Learjet 60XR","Midsize jet","40875","2024-09-08 00:00:00.000","2","2024-10-03","2024-10-03","KPVU","KBNA"
"4429","Nextant 400XTi","Light jet","20540","2024-09-08 00:00:00.000","2","2024-10-03","2024-10-03","KPVU","KBNA"
"4372","Learjet 60","Midsize jet","20900","2024-09-07 00:00:00.000","2","2024-10-03","2024-10-03","KPVU","KBNA"
"4192","Citation X","Super midsize jet","31737","2024-09-12 00:00:00.000","7","2024-10-04","2024-10-04","KDFW","KSUA"
"4789","Challenger 604","Heavy jet","39500","2024-09-11 00:00:00.000","7","2024-10-04","2024-10-04","KDFW","KSUA"
"4791","Challenger 300","Super midsize jet","36070","2024-09-11 00:00:00.000","7","2024-10-04","2024-10-04","KDFW","KSUA"
"4792","Gulfstream GIVSP","Heavy jet","36090","2024-09-11 00:00:00.000","7","2024-10-04","2024-10-04","KDFW","KSUA"
"4793","Gulfstream G200","Super midsize jet","33407","2024-09-11 00:00:00.000","7","2024-10-04","2024-10-04","KDFW","KSUA"
"4794","Citation X","Super midsize jet","20470","2024-09-11 00:00:00.000","7","2024-10-04","2024-10-04","KDFW","KSUA"
"4795","Citation X","Super midsize jet","35761","2024-09-11 00:00:00.000","7","2024-10-04","2024-10-04","KDFW","KSUA"
"4796","Falcon 50","Super midsize jet","26707","2024-09-11 00:00:00.000","7","2024-10-04","2024-10-04","KDFW","KSUA"
"4830","Learjet 31A","Light jet","17352","2024-09-13 00:00:00.000","2","2024-10-04","2024-10-04","KPVD","KMCO"
"4832","Nextant 400XTi","Light jet","17485","2024-09-13 00:00:00.000","2","2024-10-04","2024-10-04","KPVD","KMCO"
"4834","Learjet 60","Midsize jet","19900","2024-09-13 00:00:00.000","2","2024-10-04","2024-10-04","KPVD","KMCO"
"4843","Beechjet 400A","Light jet","21133","2024-09-13 00:00:00.000","2","2024-10-04","2024-10-04","KPVD","KMCO"
"3760","Citation Ultra","Light jet","15500","2024-09-01 00:00:00.000","2","2024-10-04","2024-10-04","KBNA","CYYZ"
"3761","Citation Bravo","Light jet","15611","2024-09-01 00:00:00.000","2","2024-10-04","2024-10-04","KBNA","CYYZ"
"14745","SUPER MID SIZE JET","Super midsize jet","20265","2024-09-11 00:00:00.000","7","2024-10-04","2024-10-04","KDFW","KSUA"
"14858","Bombardier Challenger 300 Floating Fleet","Super midsize jet","35825","2024-09-29 00:00:00.000",,"2024-10-04",NULL,"KTEB","TJIG"
"14885","Mid Size Jet","Midsize jet","23000","2024-10-01 00:00:00.000","3","2024-10-04","2024-10-04","KTEB","KADS"
"14939","Citation CJ3","Light jet","10205","2024-10-04 00:00:00.000",NULL,"2024-10-04",NULL,"KILM","KPDK"
"18792","Cessna Citation Ultra","Light jet","17765","2024-10-04 00:00:00.000","6","2024-10-04","2024-10-04","LECH","MYNN"
"18794","Light Jet","Light jet","20658","2024-10-04 00:00:00.000","6","2024-10-04",NULL,"KMKO","MYNN"
"18796","Cessna Citation CJ3","Light jet","30441","2024-10-04 00:00:00.000","6","2024-10-04","2024-10-04","LECH","MYNN"
"27296","Citation Latitude","Super midsize jet","32350","2024-10-03 00:00:00.000","3","2024-10-04","2024-10-04","KGPI","KCAE"
"27304","Beechcraft Hawker 800XP","Midsize jet","29500","2024-10-04 00:00:00.000","2","2024-10-04","2024-10-04","KAVL","KVNY"
"27306","Beechcraft Hawker 800XP","Midsize jet","45995","2024-10-04 00:00:00.000","2","2024-10-04","2024-10-04","KAVL","KVNY"
"27310","Falcon 20F-5","Midsize jet","40521.35","2024-10-03 00:00:00.000","2","2024-10-04","2024-10-04","KGSP","KVNY"
"27341","Hawker 900XP","Midsize jet","56215.7","2024-10-03 00:00:00.000","1","2024-10-04","2024-10-04","BGSF","KJFK"
"27342","Hawker 900XP","Midsize jet","59174.42","2024-10-03 00:00:00.000","1","2024-10-04","2024-10-04","BGSF","KJFK"
"27447","Cessna CJ3","Turbo prop","10205","2024-10-04 00:00:00.000","2","2024-10-04","2024-10-04","KILM","KPDK"
"27449","Citation X","Super midsize jet","21996.47","2024-10-04 00:00:00.000","2","2024-10-04",NULL,"KILM","KPDK"
"27453","Cessna Citation CJ","Entry level jet (VLJ)","7280","2024-10-04 00:00:00.000","2","2024-10-04","2024-10-04","KILM","KPDK"
"27455","Cessna Citation Bravo","Light jet","12995","2024-10-04 00:00:00.000","2","2024-10-04","2024-10-04","KILM","KPDK"
"27558","Beechcraft Hawker 400XP","Light jet","19400","2024-10-04 00:00:00.000","2","2024-10-04","2024-10-04","KBNA","KHOU"
"26539","Cessna Citation CJ2","Light jet","11950","2024-10-04 00:00:00.000","6","2024-10-04","2024-10-04","KSFO","KSAN"
"26541","Cessna Citation Bravo","Light jet","11575","2024-10-04 00:00:00.000","6","2024-10-04","2024-10-04","KSFO","KSAN"
"26545","Cessna Citation CJ3","Light jet","13858","2024-10-04 00:00:00.000","6","2024-10-04","2024-10-04","KSFO","KSAN"
"26546","Light Jet","Light jet","13493","2024-10-04 00:00:00.000","6","2024-10-04","2024-10-04","KSFO","KSAN"
"26619","Pilatus PC-12 NG","Turbo prop","9800","2024-10-04 00:00:00.000","6","2024-10-04","2024-10-04","KSFO","KSAN"
"26837","N121BZ Falcon 50","Super midsize jet","45000","2024-09-29 00:00:00.000","2","2024-10-04","2024-10-04","KHPN","TJIG"
"26846","Cessna Citation X","Super midsize jet","30000","2024-10-04 00:00:00.000","2","2024-10-04","2024-10-04","KHPN","TJIG"
"26850","Dassault Falcon 900B","Heavy jet","56305","2024-10-04 00:00:00.000","2","2024-10-04","2024-10-04","KHPN","TJIG"
"26852","Bombardier Challenger 300","Super midsize jet","37841","2024-10-04 00:00:00.000","2","2024-10-04","2024-10-04","KHPN","TJIG"
"26858","Dassault Falcon 2000EX EASy","Heavy jet","56430","2024-10-04 00:00:00.000","2","2024-10-04","2024-10-04","KHPN","TJIG"
"24943","Dassault Falcon 900EX EASy","Heavy jet","43750","2024-10-04 00:00:00.000","7","2024-10-04","2024-10-04","KDFW","KSUA"
"24945","Cessna Citation X","Super midsize jet","20470","2024-10-04 00:00:00.000","7","2024-10-04","2024-10-04","KDFW","KSUA"
"24968","Super Mid Jet","Super midsize jet","20265","2024-10-04 00:00:00.000","7","2024-10-04","2024-10-04","KDFW","KSUA"
"24972","Mid Size Jet","Midsize jet","17682","2024-10-04 00:00:00.000","7","2024-10-04",NULL,"KDFW","KSUA"
"24995","Gulfstream G-IV","Heavy jet","45352","2024-10-04 00:00:00.000","7","2024-10-04","2024-10-04","KDFW","KSUA"
"25009","Falcon 100","Super light jet","13750","2024-09-13 00:00:00.000","2","2024-10-04","2024-10-04","KPVD","KMCO"
"25010","Falcon 100","Super light jet","15750","2024-09-13 00:00:00.000","2","2024-10-04","2024-10-04","KPVD","KMCO"
"25017","Beechcraft Beechjet 400A","Light jet","21133","2024-10-04 00:00:00.000","2","2024-10-04","2024-10-04","KPVD","KMCO"
"25021","Nextant 400XTi","Light jet","17485","2024-10-04 00:00:00.000","2","2024-10-04","2024-10-04","KPVD","KMCO"
"25528","Pilatus PC-12 NG","Turbo prop","6100","2024-10-04 00:00:00.000","2","2024-10-04","2024-10-04","KMEV","RJTT"
"25594","Falcon 50EX","Super midsize jet","24400","2024-09-17 00:00:00.000","9","2024-10-04","2024-10-04","KDAL","KSUA"
"23022","Cessna Citation Ultra","Light jet","15500","2024-10-04 00:00:00.000","2","2024-10-04","2024-10-04","KBNA","CYYZ"
"23026","Mid Size Jet","Midsize jet","15770","2024-10-04 00:00:00.000","2","2024-10-04","2024-10-04","KBNA","CYYZ"
"23028","Light Jet","Light jet","13753","2024-10-04 00:00:00.000","2","2024-10-04","2024-10-04","KBNA","CYYZ"
"23030","Cessna Citation Bravo","Light jet","15611","2024-10-04 00:00:00.000","2","2024-10-04","2024-10-04","KBNA","CYYZ"
"23056","Nextant 400XTi","Light jet","9850","2024-10-04 00:00:00.000","3","2024-10-04","2024-10-04","KBNA","CYYZ"
"26079","Beechcraft Premier I","Light jet","14500","2024-10-04 00:00:00.000","2","2024-10-04","2024-10-04","KSNA","KAPC"
"6110","King Air 90","Turbo prop","9535","2024-10-04 00:00:00.000","2","2024-10-04","2024-10-04","KILM","KPDK"
"6112","Citation CJ1","Entry level jet (VLJ)","7280","2024-10-04 00:00:00.000","2","2024-10-04","2024-10-04","KILM","KPDK"
"6113","Citation Bravo","Light jet","12995","2024-10-04 00:00:00.000","2","2024-10-04","2024-10-04","KILM","KPDK"
"6131","Learjet 40","Super light jet","14723","2024-10-04 00:00:00.000","2","2024-10-04","2024-10-04","KBNA","KHOU"
"6132","Citation III","Midsize jet","10250","2024-10-04 00:00:00.000","2","2024-10-04","2024-10-04","KBNA","KHOU"
"6153","Eclipse 500","Entry level jet (VLJ)","15921","2024-10-04 00:00:00.000","2","2024-10-04","2024-10-05","KBNA","KHOU"
